username,num_posts,date_posted,date_experienced,rating,review_title,review_text
ThiBRtravel,114,Jan-20,Jan-20,40,"Nice museum to lean about ""Sinhapura""","We visited this place few days ago.<br/><br/>When I compare the museums in other countries, this is a small museum with low number of exhibits, and that is understandable, considering the small size of the country.<br/><br/>Most of the exhibits focus on the last hundred years from World wars to the 2000s. However, there are few old exhibits as well.<br/><br/>Anyway, in my opinion they have done a good job with what they have.<br/><br/>My favorite part of the museum is the exhibits and descriptions about the recent development of Singapore, starting from 1950s. The commitment towards a well planned developed country is very inspirational. I strongly suggest this part of the Museum to visitors."
,,,,,,
Ruben R Mizrahi,"1,718",Jan-20,Apr-19,50,A must,This is the place to understand the History and some of the culture in Singapore.<br/>My suggestion is to make it your first stop when you arrive the city (after the airport and your hotel of course).
,,,,,,
Dan M,6,Jan-20,Jan-20,50,An excellent museum,I was shocked at how great this museum is. On the ground floor there is an excellent exhibit that showcases Singapore’s history. You can easily spend all day at the museum! If you are short on time don’t bother with the exhibits on the first floor as the ground floor is much more comprehensive.
,,,,,,
Lynne A,259,Jan-20,Jan-20,30,Cool area to wander and explore some history,Intersting history contained within the bottom level. Museum seemd disjointed though and hard to work out what our ticket did and did not include to visit. Not a free museum although some people were able to wander about with out tickets.
,,,,,,
Michael T,"1,020",Jan-20,Jan-20,40,Interesting Singaporean History,We spent a couple of hours here but should have allowed more time. The free one hour guided tour was very interesting and the Chinese lady who conducted it was very engaging. The celebration of the forest in the glass atrium was eye catching.
,,,,,,
Patmar2501,86,Jan-20,Dec-19,50,"We liked it, very informative.","perhaps a tad expensive for foreigners to visit (AUD $90 for a family of 4 all exhibit tickets) but we are glad we went. The exhibits were well laid out, informative and interactive. We were there at Christmas time so the free guided tours were not available but it was still great."
,,,,,,
shinf2016,68,Jan-20,Jan-20,40,The Speech of Lee Kuan Yew,"Could get the knowledge about the history of Singapore.  Although I frequented Singapore, I have missed this museum.  The most impressive part was the recorded video speech of the first PM of Singapore, Lee Kuan Yew.  The resolution presented there when he decided to go apart from Malaysia, is still alive in the hearts of Singaporean."
,,,,,,
brigettimoog,23,Jan-20,Jan-20,10,There are better ways to spend your time,Everyone should be in agreement: the place is not worth visit<br/><br/>Four flights of empty space.  A large old building with non informative bad signages. The attendants looked busy with hand held devices. This place is boring
,,,,,,
Eva,3,Jan-20,Dec-19,50,Great experience,"Both the permanent and temporary exhibitions were worth while. Also, they make it interesting and interactive, and they offer daily free tours around for the ones who want to learn more!<br/>I you want to see it ALL and you are like me, who wants to get the best out of it, you will definetely need to spend the whole morning/afternoon there...although this is very personal and up to each person."
,,,,,,
Lord_Dehf,211,Jan-20,Jan-20,50, Hidden gem,"This was a hidden gem for me.  Much larger than I thought and tally good exhibitions. Skip the free guided tour though, it was good but to slow."
,,,,,,
Ms_R33480,578,Jan-20,Dec-19,50,Must see,"Excellent permanent exhibits of  history and development of Singapore, very comprehensive, modern and easy to navigate.<br/><br/>They also have special exhibits worth seeing , like the nature walk inside the museum.<br/><br/>Easy to get to by metro."
,,,,,,
mmlake,16,Jan-20,Dec-19,30,i had better expectations,musuem did not meet my expectations.  I still did not follow the history of singapore even after viewing.
,,,,,,
Dinah B,44,Jan-20,Dec-19,50,Gorgeous building with interesting historical exhibits,"Beautifully cool (aim to be in there during the heat of the day) and fascinatingly historically interesting - from the humble beginnings of Singapore (or Singapura) though to Colonial times, invasion during WW2 and Life in Singapore during the 50's, 60's and 70's."
,,,,,,
Cartertravels15,193,Dec-19,Nov-19,50,Great to visit and revisit,"We went again to this museum a favourite of ours.So much to see and not too many visitors in November.Before we hadn't been in to the basement and with our particular ticket we could ,well worth a visit.We hadn't realised that over 60's get a reduced fee for their ticket.Super cafe and very nice cakes and iced teas.Next time we are in Singapore definitely another trip to this museum with its beautiful architecture and spacious galleries.Everything is very well labelled."
,,,,,,
Tobias D,4,Dec-19,Dec-19,10,Take care of your belongings,"Take care of your belongings....my camera charge incl. battery was stolen in there while it was charging in the baselevel. Employees sent me through the museum, nobody seems to care about."
,,,,,,
NYKGMGTGSG,156,Dec-19,Nov-19,50,Love the history lesson!,"The National Museum offered us a great tour of the history of Singapore, its people and the melting pot culture that co-exists. What a delightful surprise you will have, the staid, conservative exterior is an interesting contrast tot he modern tour you take through the Museum. We especially enjoyed the special exhibit, visual extravaganza to delight your senses! I would recommend planning to spend a long afternoon here."
,,,,,,
BruceMcdou,74,Dec-19,Dec-19,40,well-structured museum,"Spent a morning here recently and ran out of time. The museum is structured in a chronological order from the basement (pre-history up to initial European contacts) to the first floor (colonial era) to the second floor (independence and modern era).  I'm the sort who wants to see and read everything and I really enjoyed it.  They also have ""kid friendly"" interactive exhibits and some recreations of a room, or part of a ship, that you can walk into and around.  Well done and well-structured."
,,,,,,
glee55,84,Dec-19,Dec-19,50,Very Educational,Well worth spending a few hours learning about Singapore history.  Recommend the free English speaking tour.
,,,,,,
raylynup,21,Dec-19,Dec-19,50,A most do,We had a wet morning to fill in and the museum was close to our hotel. What a brilliant experience we had. We learnt so much about the history of Singapore. So much to see and to learn about . The story of the forest is worth seeing if you have children very cleaver animation. The section on WW2 is very interesting as well. I would visit again
,,,,,,
Marlene5552015,15,Dec-19,Dec-19,50,Very informative. Great way to find out about Singapore. Interesting history. Staff very helpful. Service in cafe slow,Not cheap to view all exhibition. Great space. Would go back again. Excellent exhibitions. Staff very helpful
,,,,,,
BrianTaylor9,859,Dec-19,Nov-19,40,Great museum ,A somewhat hidden gem. this is a really nice place to visit if you are a tourist wanting to know more about singapore or a local who wants to be better informed. There is currently an exhibition on Raffles which is really interesting. Well worth a visit.  Singapore citizens and PR get free entry.
,,,,,,
ludor,"2,242",Dec-19,Nov-19,50,Great way to learn about Singapore,"The National Museum of Singapore is very complex, including many variate sections related to history, nature, culture, civil rights and so on. A great way to learn about and to better understand this unique country."
,,,,,,
Stephen U,82,Dec-19,Dec-19,30,Not as interesting as it could have been,"This, to my mind, was how not to run a museum; (though how too many museums are run these days.)  There was far too much emphasis on “interaction” and staging and not enough illumination and education for my (admittedly olf fashioned,) taste.  There were a lot of very good exhibits, and obviously a lot of very good intentions, but somehow it did not come together: too much staginess in some areas.  The Singapore History exhibition relied too much on dodgy sets and animations.  What was that walk down the spiral through the forest all about?  Poor quality CGI that, if it was telling a story, rather kept is hand well shielded.  Do animals mince?  I don’t think our negative reaction was just because we are old grumps: it did not seem to grab the attention of the kids either.<br/><br/>There was just too much trying hard.  Does the tragedy of the Syonan-to period really need a soundtrack of Japanese dive bombers and exploding bombs to get it across, or does that actually detract from the message?  Elsewhere, I am afraid I would have had the temerity to question the description of one or two items.  In the end we left thinking a return visit to the Asian Civilisations Museum would have been a better use of time."
,,,,,,
Marylnn Clarke,18,Dec-19,Dec-19,50,This helped us to understand the History of Singapore. Started here.,"This is where we started and the exhibition was very clear and helpful. Everything then fitted like a jigsaw puzzle when we visited Fort Canning, China Town, Raffles Place, Little India and explored this Wonderful island with so much history."
,,,,,,
Richard H,251,Dec-19,Dec-19,50,Worth a visit ,If you want to know about Singapore and it’s amazing history this is the place to go. If you want to really get everything out of your visit allow yourself a minimum of 2 hours. I lasted visited here more than 4 years ago but all the displays have either been updated or replaced
,,,,,,
Myla Person,2,Dec-19,Dec-19,50,National Museum is the place to go to understand Singapore,"In a quaint beautifully conserved building, the exhibitions inside elegantly narrate the Singapore story and journey from its discovery by the British empire in 1819, through the Japanese occupation in World War 2, independence from British, merger with Malaya, all through til modern day independent Singapore. <br/><br/>More than that, it also does great in portraying the life and culture of everyday Singaporeans. Until Mar 2020, they are also having ‘An Old New World’  exhibition covering the 700 years of history leading up to Britain’s discovery."
,,,,,,
Arlo Alexander,2,Dec-19,Dec-19,50,Interesting museum to visit !,This is an absolute must for visitors to Singapore as it sets out the history of the island to help put one's visit in context. The exhibits are displayed with great flair and imagination - it has to be one of the best museums I have visited. There are many audio visual displays which really help yo bring the history of this remarkable island to life.
,,,,,,
OzJohnno,119,Dec-19,Nov-19,40,Singapore History,"I have to admit that prior to our visit to this large and informative museum I knew very little about Singapore history prior to Raffles.  My eyes were opened to all aspects of the early history of Singapore.  This is a big building with many exhibits.  They had a digital display on during our visit called ""Story of the Forrest"".  This was incredible.  We spent over 3 hours wandering the halls and could hace spent more time.  If you want to learn a little about the country you're visiting then I recommend a visit to this museum."
,,,,,,
Angela B,82,Dec-19,Nov-19,50,Very well worth a full day visit,"If you want to know more about the eventful history of Singapore, this is definitely the place to go. The exhibion room are very well curated and the information provided is excellent"
,,,,,,
anitad168,23,Dec-19,Nov-19,40,History,The building is definately well worth a look in itself.  The museum tells the history of Singapore from its beginning to modern day.
,,,,,,
932Wolf932,14,Dec-19,Nov-19,50,Excellent,"Great remodelling job for SGD 530 Mio to put two historic buildings under one roof. Lots of space, perhaps a little bit underused. Take the free one-hour tour."
,,,,,,
sbp0713,138,Dec-19,Nov-19,50,You should go!,This museum correctly is regional in it’s focus.  Huge dollars have been plugged into the redo.  There is some world class art
,,,,,,
kathrynhelen3,29,Nov-19,Nov-19,50,"Beautiful museum, fascinating exhibits","Beautiful museum, elegant colonial building dating from 1887, 50th year of Queen Victoria’s reign in neo-Palladian style, contrasted with light and airy modern addition plus subterranean exhibition spaces carved from beneath Fort Canning hill. Loved the few hours we spent here. Started with tour. Excellent guide, really engaging and knowledgeable. Fantastic overview of how Singapore has changed over the past 700 years. All the exhibitions were really well done, beautifully and clearly presented. Really increased my understanding of modern Singapore. Highly recommend a visit!"
,,,,,,
2GuysSW,174,Nov-19,Aug-19,50,Wonderful museum,We didn’t have time to visit here on our first visit to Singapore so it was a ‘must-do’ for this trip. The building is impressive from the outside and no less so inside. It offers a huge area for wonderful displays and exhibitions telling the history of Singapore and its people. The Singapore History Gallery was our favourites and we also enjoyed the Modern Colony and the Story of the Forest exhibitions. There are several permanent exhibitions plus others that change throughout the year. You really do need to allow several hours to enjoy this museum fully. We did our own thing for most of our visit but we also booked one of the excellent guided tours around the Singapore History Gallery – I wish that the lady guide had been my history teacher at school as she was just so enthusiastic and proud of Singapore. I would definitely visit again as you can’t take it all in on just one visit. Highly recommended.
,,,,,,
Ellie1145,"1,027",Nov-19,Oct-19,50,What an amazing museum!,"We visited this museum for the first time and were pleasantly surprised.<br/><br/>It is housed in a magnificent white colonial style building and has a number of exciting and informative exhibitions.<br/><br/>As my father-in-law was captured by the Japanese  in Singapore in WW2 we were particularly interested in the story of Singapore and its subsequent capture.<br/><br/>We thought the exhibitions were very well thought out and the artefacts displayed were extremely interesting.<br/><br/>The museum is a huge building which marries the old with the new. The architecture is stunning.<br/><br/>We had lunch in the lovely ‘Food for Thought’ cafeteria, which was excellent.<br/><br/>This museum is well worth a visit and we will certainly return should we be in Singapore again."
,,,,,,
WanderfullNancy,91,Nov-19,Nov-19,40,Worth the visit,"A detailed and interesting walk through Singapore’s history. Nice mix of artifacts, photos, paintings, video, audio. There was a docent-led tour, but we missed it because we didn’t know about it. What we overheard was informative and would have added value to the whole experience, so ask about it when you go. There was also a surprisingly compelling small photographic exhibit of S’pore trees, and a small exhibit outlining what Singapore has done to achieve gender equality, notable women, etc. The 2-3 hours spent here enhanced our understanding and appreciation of Singapore."
,,,,,,
anitakanjee,30,Nov-19,Nov-19,40,Wonderful!,Easily accessed with the MRT. Staff at the Reception desk were very helpful. This museum has a wealth of knowledge of past and present Singapore. Beautifully show-cased.
,,,,,,
AlabamaAnne,218,Nov-19,Nov-19,50,Fun to learn about the history of Singapore,"This was our favorite museum in Singapore. Learned much about the history, culture, and very impressed with the first Prime Minister, Mr. Lee."
,,,,,,
blairkk25,"1,978",Nov-19,Oct-19,40,I liked the history part of the museum,"I visited the National Museum of Singapore in October 2019.  I had been here once before in 2016 and decided to return.  You can get here by the MRT (subway) by going to Dhoby Gaut and then walking.  It is a little hard to find so ask for directions.  I focused on the History Gallery although the museum offers a lot more.  The History Gallery covers the founding of Singapore by Raffles, World War 2 and the Japanese occupation, the leadership and contributions of Lee Kuan Yew, and many other things.  After the History Gallery there is an exhibit on Singapore's economic data which was very interesting.  There were a lot of other things to see in the museum but unfortunately I did not have time.  Maybe my next time in Singapore."
,,,,,,
Collegepathss,"1,006",Nov-19,Nov-19,50,Fascinating - A Must visit and a great escape from the weather ,We are still talking about our visit and it has been a week. The museum is exceptionally well done and I highly recommend taking a tour. Our tour guide was super and handled a large group extremely well. The museum does a beautiful job of showing how what was happening in Singapore over 500 years tied into other parts of the globe. There were all ages on our tour and everyone was engaged. I want to also mention that I needed a wheelchair (I came on a knee scooter and wasn’t allowed to take it inside). The staff provided a wheelchair and were really helpful and friendly. This was perhaps my 8-10th visit to Singapore but first to the museum. I would return happily. It is large and could take a full day. 2 restaurants on site.
,,,,,,
CadigalSydney,210,Nov-19,Oct-19,40,Must Visit,"An excellent museum depicting the history of this amazing little country.<br/>A museum which Singaporeans can be justly proud.<br/>The modern architectural features added to the already magnificent neo-Palladian and Renaissance style building is simply superb, well worth a visit."
,,,,,,
DarlingOO7,34,Nov-19,Nov-19,50,Not your average museum,"Allow approx 3 hours.  This museum is not your average museum and it takes you through so much history, but not in a boring way.  Was really enjoyed and I highly recommend."
,,,,,,
geoffheath6,25,Nov-19,Oct-19,50,Superb,Well worth a visit...history of Singapore is very poignant certainly an eye opener.<br/>Unable to comprehend how they were treated during the war.
,,,,,,
00RSN00,61,Nov-19,Oct-19,50,The ‘Syonan’ exhibition was great,"A great place. They even had what was named ‘Quiet Mondays’; As per what I understood, if you go there early morning on Mondays, your visit will be quiet and peaceful as there won’t be guided tours. The ‘Syonan’ exhibition (Japanese annexation of Singapore) is in my view… A must!"
,,,,,,
BTMS11,13,Nov-19,Oct-19,50,Traveler,We have excellent guide who helped us explain us history of Singapore and also help us to enjoy in the Museum. Museum is overall excellent organized and very interesting.
,,,,,,
MichaelJT19,400,Nov-19,Nov-19,50,One of better museums,Went here on a Monday and the price was 26 dollars for entry. Took one of the free guided tours by an american lady (pretty interesting insight on old pre colonial singapore) and visited the rest of the rooms there. Would recommend
,,,,,,
Sujeewa W,651,Nov-19,Oct-19,50,Must see place,Located at very convenient place. Open till 7.00pm . Highly recommend for travelers who want to see the S'pore history
,,,,,,
jill58PooleUK,27,Oct-19,Oct-19,40,Tells the real story of the start of the Island,Very interesting few hours spent getting to understand the bigger picture of the birth of this tiny great nation... from before the visiting East India power house to the true birth of the nation with the power and genuine desire of Prime Minister Lee Kuan Yew.. what a great man .... and what a great legacy he created.... give it a go and see for yourself....
,,,,,,
Trish9amanda,33,Oct-19,Sep-19,50,Well worth the visit,"When visiting a city, I like to visit the museum so that I can find out about the city's past and I found this museum to be excellent. The information and films around WWII were very good."
,,,,,,
prachi_mtl,97,Oct-19,Oct-19,50,A dose of history!,The museum tells Singapore's different periods of history through brilliantly curated exhibits. I saw WWII from the 'Eastern' point of view for the first time and it was enlightening.<br/>The standard entrance fee is S$15 and it's worth every cent.<br/>Highly recommended!
,,,,,,
TableCrow,183,Oct-19,Oct-19,50,Museum trip,Excellent historical overview of Singapore. Well organised displays in chronological order. Easy to reach by MRT.
,,,,,,
sbtaeter,89,Oct-19,Oct-19,50,One of the best museums so far,This museum really knows how to prepare information and artefacts to catch the visitor's attention. It's very easy to follow the history of Singapore step by step and not to lose interest. The visuals are well selected and the information texts kept short but still including all the necessary information.<br/>It also shows some films where it is the best medium of choice and I must say that I have learned so much in just one day here. <br/>Would definitely recommend going here.
,,,,,,
Namcy C,162,Oct-19,Oct-19,30,Great if you are interested in Singapore history,"You can skip this if you want to explore antique or history other than Singapore's.<br/>Price of icket is varied by the gallery, anyway there is an option for all-you-can-visit ticket. Anyway the presentation here is quite creative with effect and audio.<br/>They even have a global photography show which is interesting."
,,,,,,
Mrs Carol G,129,Oct-19,Oct-19,40,Great way to find out about Singapore’s History,"Super museum well set out charts the history of Singapore to the present day, spent much longer than expected here as really informative and interesting.  Glass tower was a bit strange but probably great if you have children"
,,,,,,
Wind4surf,92,Oct-19,Sep-19,50,Stunning watercolors and other artwork!,"My wife and I visit art museums worldwide and were pleasantly surprised wih the breadth and quality of the collections. The watercolor exhibit opened our eyes to the subtlties of the medium in a way we never thought possible. We discovered artists we never knew existed who painted in ways reminiscent of Renoir, Pollack, Matisse, Picasso, etc. There was too much to see in one day while jet-lagged, and we regret not having more time to spend there."
,,,,,,
RandolphCarter1919,322,Oct-19,Oct-19,50,Quality museum,"We called in here late one day and the help desk recommended we come back another day as it was late, we managed to arrive back again on the 132nd anniversary of the museum so everything was free. Good museum with different exhibitions on Singapore, some highlights were the occupation history, opium den and the local stories about trees. Overall a great place to hang out for a day."
,,,,,,
Prof. Andrew John y Fernandes,789,Oct-19,Oct-19,40,Good museum,"Well kept and has a great voyaging section. But as a young nation, nothing ancient or amazing to see"
,,,,,,
RED65GTO,19,Oct-19,Oct-19,50,Worth the walk,"In about an hour I got a good overview of Singapore history in words, photos and documents.  Lots more to see but did not have time."
,,,,,,
ossiegirls,62,Oct-19,Oct-19,50,Learnt heaps about old and recent Singapore. ,"Had a wonderful visit to the National Museum of Singapore today. Usually I struggle to spend more than 2 hours at an exhibition but today we were there for 4 1/2 hours. We really loved the “An Old New World” exhibition (there until March 2020) but also loved learning about Singapore’s history from spice port, colonisation, occupation to independence. Every display was well explained and had lots of interaction for all ages. All of the staff were really friendly and helpful. I would highly recommend a visit."
,,,,,,
junky10,43,Oct-19,Aug-19,50,Fascinating,"While in Singapore for a 2 week holiday we were talking to one of the staff at the hotel we were staying at, and it was suggested that we may like to visit this particular museum. I'm glad we listened, because the visit was fascinating with all the different articles to look at and a feature there that either of us have never seen anywhere else before. Sort of a spiraling downward picture show, hard to explain, but the type of thing that children would be fascinated in as well as adults."
,,,,,,
Guest048,305,Oct-19,May-19,40,"Good overview of Singapore's past, present and thoughts for future","You will be advised to start on the top level, and work your way down levels to ground floor.  We came in the afternoon, and with hindsight, would have moved through the top floor more quickly and allowed more time for the ground floor to better absorb all of the information. Very well organised museum."
,,,,,,
PipPaul W,"1,461",Oct-19,Oct-19,40,Very well done,"This is am excellent museum with a good balance between not too much / not too little information<br/><br/>They're are modernly curated galleries, and interesting displays.<br/><br/>Main issue is that some of the labelling is darkly lit and therefore difficult to read<br/><br/>Also, not cheap for what it is"
,,,,,,
Katie D,"1,189",Oct-19,Sep-19,40,Great intro to Singapore History,"The building is beautiful from the outside and also has an impressive atrium inside, which was bright and airy. The main exhibition is a great overview of how Singapore came to be the place it is today and is informative and interactive at times. Doesn't shy away from some of the challenging topics either. Other areas are well done too - the room which describes WWII activity and the light show were highlights. If you have a Singapore Airlines boarding pass, you get discount too."
,,,,,,
Arina,23,Oct-19,Oct-19,40,Beautiful building ,"I have to admit that the exhibitions weren’t as extensive and I assume its because Singapore isn’t an old country. But, the way the exhibitions were created made it very engaging and interactive. The architectural build of the museum itself was magnificent.<br/><br/>Inside, the museum was equipped with facilities for the less mobile. <br/><br/>It is also very accessible via MRT (I exited at Bencoolen station and walked about 5 minutes to reach the museum)"
,,,,,,
percy1nz,6,Oct-19,Sep-19,30,Over Rated,"I'll be generous and give this place three stars. Relative to most of the world, Singapore doesn't have extensive history and it shows. Much is made of Japanese occupation during the second world war. Museum layout is illogical and many exhibits lack innovation. If you're in Singapore for a week it's probably worth a look. Any shorter, I'd venture elsewhere."
,,,,,,
SquirrelAdvisor,64,Oct-19,Oct-19,50,Seriously one of the best,"The National Museum of Singapore shows the history (and current state) of Singapore in a very engaging way. Through very nicely themed areas filled with physical objects and all sorts of (multi)media displays, it tells the complete story of the city state. Instead of 'just showing' some old artefacts and objects, everything that is displayed helps to tell the story, making this one of the best national museums I have visited world wide."
,,,,,,
courtyalana,114,Oct-19,Sep-19,40,Quite Lovely,Great if you’re a traveller that loves to learn the history of the country you’re visiting. Allow a few hours to get through all the exhibits as there is plenty to see and read. Admission price is very reasonable at $26 per person.
,,,,,,
Matthew_B_0130,332,Oct-19,Feb-19,50,Nice,This is a nice museum and presents the history of Singapore very well.  The visit was educational and interesting.
,,,,,,
ivanbeingblessed,111,Sep-19,Sep-19,40,"History Lessons, Anyone?","A must place to visit. There's different levels of attraction. It's always interesting knowing the history on each country. There's an exhibition just started recently and will last till March 2020. It's called ""an old new world."" Check that out."
,,,,,,
Chrisinkingwood2,"5,091",Sep-19,Sep-19,50,Really a world class museum experience!,We do much enjoyed this museum. it was really clean and the exhibits were so well presented. We learned a lot about the long history of Singapore and the general region and how it moved from a tribal place to a British colony and then on to independence after WWII. The exhibits were very well displayed and lighted. Interesting how they attached a new modern building to the old one.
,,,,,,
Megan McDonald,5,Sep-19,Sep-19,50,Nice museum love it...,"1st time here...trip was fruitful. But unfortunately, duration was short so didnt get to explore everything. Might visit again😁 A very informative place to visit. I went for the history of NTUC exhibition.👍"
,,,,,,
Benjamin I,304,Sep-19,Sep-19,40,Good Deep-Dive into Singapore's history!,"Great gallery on the 1st floor (this is the main gallery).  As someone with a short museum attention span, this was a good size.  Throughout the exhibit, you'll notice many displays reference ""Fort Canning Park"".  Once you're done with the museum, go outside and walk to Fort Canning Park (bordering the museum) to check it out for yourself and get some fresh air."
,,,,,,
Cathy H,168,Sep-19,Sep-19,50,Really helped me understand the History of Singapore,"Firstly this is a really beautiful building, cool, clean, quiet with friendly staff. I enjoy finding out about the history of the places I visit , especially how they came to be. We were fortunate that the new exhibition tracing Singapore’s origins from the 16th Century began the day we wanted to visit the museum. Even more fortunate that for the first two days, entry was free. <br/>The exhibition , is excellent and the most interactive part for children. I learnt so much about the role of the Dutch East Indies Company in founding trading places such places in Malay and Singapore. <br/>The exhibition uses original maps, artefacts, information boards, audio accounts and paintings. Also a large prow of a ship to stand on and I learned to tie sailors knots.<br/>We spent about two hours in this exhibition and then had lunch in the cafeteria which was very good. Prices as you would expect for this type of venue.<br/>We then ‘did’ the rest of the museum which took another four hours. I now feel so much better informed about everything. <br/>If you really love history spend all day here. If you just have a passing interest there are many other specific areas to focus on, such as the Japanese occupation or the changes to the lives of women.<br/>All in all, brilliant."
,,,,,,
Ghadeer2014,"8,624",Sep-19,Sep-19,50,1849,I visited The National Museum of Singapore; it is the oldest museum in Singapore. Its history dates back to 1849. It is open Daily 10 am to 7 pm. The time line shown is easily followed by visitors. The time line starts when Singapore was a fishing village until it became a global city. The exhibition is well arranged and surely great for students. <br/><br/>SEE photos.
,,,,,,
