username,num_posts,date_posted,date_experienced,rating,review_title,review_text
Zini,2,Nov-19,Nov-19,40,Prepare before setting off ——a learning journey to the National Gallery,"The National Gallery is an art museum which located in the Downtown Core of Singapore. It oversees the world’s largest public collection of Singaporean and Southeast Asia art in order to provide an understanding and appreciation of art and culture through a variety of media.<br/><br/>To be honest, it is worth to pay a visit, especially the exhibition hall on the 3rd and 5th floor. ‘Between Declarations and Dreams’ collects some art works like ‘Forest Fire’ , ‘Dancing Mutants’ , ‘Age of Full Bloom’ . All of these works are less abstract, so it will be easier for you to understand the meanings behind them.<br/><br/>Last but not the least, please make a map of visiting route before setting off and find a guide to go with you if possible. In that way, you will understand the stories behind works easily."
,,,,,,
Liu Zihan,1,Nov-19,Nov-19,50,"A gorgeous trip of the National Gallery                            ——interesting artworks ,pleasant environment and p","The National Gallery of Singapore is a perfect place to experience the world’s largest public display of modern Southeast Asian art ,consisting of over 8000 artworks .Situated in Singapore Civic district ,the gallery consists of two national monuments —the former Supreme Court building and City Hall.<br/><br/>As a part of our learning journeys to teachers and 18 of us scholars visited the National Gallery of Singapore on the afternoon of November 27, 2019 we spent 2.5 hours inside it to appreciate the artworks  on display. It is spacious and contains two wings  that are linked and five storeys . We were amazed by the grand buildings and their classical British architecture style ,but it is a pity that we only finished our tour in the former Supreme Court building due to the limited time.<br/><br/>The works of art there are quite interesting and thought-provoking. There are realistic works like  ‘the Violinist’,’the Road Construction Worker’ and so on. These drawings look so real and depict people and objects in detail. There are abstract works as well : ‘Footstep’ which consists of rubber slippers , ‘A Non-visual Art which shows nothing on canvas .Though some of them may be confusing, introductions and explanations beside them can help us get a better understanding of them.<br/><br/>Since the gallery opened in 2015, it is the newest museum in Singapore .The environment is pleasant,well-decorated and well-equipped.It was an enjoyable experience for me but the temperature was so low that I felt cold and had to put on a jacket.When we were looking for artworks created in the 21st century the staff there pointed the way and explained the layout of the gallery. When we said we were not clear of the meaning of ‘I fry you’,a member of the staff explained the background of it clearly to help us understand . It is definitely worth visiting.<br/><br/>The gallery is really spacious and contains more than 8000 artworks so if you want to appreciate all of them, it may take a whole day .It’s a good choice to spare enough time to visit it .On top of that, it is very cool inside due to the air-conditioners so you could bring a jacket in case you feel cold."
,,,,,,
Hoang Hai,1,Nov-19,Nov-19,50,An unforgettable experience,"My recent visit to the National Gallery was a perpetual one. My first impression of the place was that it was huge as there were two opposite wings: The Supreme Court Wing and the City Hall wing.<br/>In the Supreme Court wing, I attended the Biennale exhibition where artworks of South East Asian artists were displayed. There were a total of 11 galleries with diverse topics and originality. They helped me a lot in understanding more about The South East Asian culture and history.<br/>In the City Hall wing was the Siapa Nama Kamu? exhibition of Singaporean art since the 19th century. In addition to that, there was City Hall: If walls could talk, a cinematic display where you get to experience the history of Singapore. They were an engaging way to get to know more about Singapore and its history as well as culture. In addition, on the top level was a spectacular view of the city beneath.<br/>Although I am not an art enthusiast, I found the exhibitions very appealing. The staff here are also very friendly. As a student on a class trip, I was approached by a staff who offered me help with my class project, which I was very grateful of.<br/>For those visiting Singapore, this place is a must-go, especially if you want to find out more about Singaporean as well as South East Asian culture. Approximately 3 hours would be ideal for a visit here."
,,,,,,
MichaelDuy,1,Nov-19,Nov-19,40,SPEECHLESS!!!,"This is definitely worth a visit, not only for those who are into architecture and visual art, but also anybody. A beautiful space built in the old City Hall and Supreme Court Buildings. There are many exhibitions, ranging from ancient to modern time of Singapore and South East Asia. I explored various kinds of paintings and sculptures, each having its own beauty. The information provided was helpful, and the staff was also very friendly. On the other hand, the directions and the location of each exhibition on the map was quite confusing. Despite having the map, I still have a hard time getting to the places I wanted. So I suggest that you should take a guided tour if this is your first time here. In conclusion, this is really an enjoyable experience, and I highly recommend you paying a visit."
,,,,,,
TDK,1,Nov-19,Nov-19,40,"great place 10 out of 10 ign, would go again","i like the infrastructure, the renovated building seem to be pretty nice, the artworks are also fascinating and perplexing. All in all, sorry to all my teachers out there because i lost my original 10/10 review so i figured i would just botch something together and call it a day :))))))))))).<br/><br/>Anyways, few advice is that you should go there with a full stomach because the food can get pretty pricey.<br/>Also, side note, bringing some sort of music along with you if you aren't a art enthusiast, because to the non-enthusiasts like me, it can get pretty tedious having to walk around a gigantic building for 2 hours<br/><br/>Anyways, great place 10/10 would go again"
,,,,,,
Bách Nguyễn,9,Nov-19,Nov-19,50,"2 in 1, 1 has 2","If you have a chance to visit Singapore, you must go to the National Gallery. This review will give you some advice about outstanding things there.<br/><br/>The National Gallery, from the outside it is a long huge building, but when we go inside, there are 2 buildings named City Hall and Supreme Court linked together by bridges. There are 5 floors and from the rooftop you can see all over Singapore, especially Marina Bay.<br/><br/>The Gallery is so big that I spent 3 hours visiting entire the space. I was impressed by the variety of artworks and the architecture. You will feel comfortable here because there are many air conditioners and benches in case you are tired. One of the most impressive points here is the behaviors and attitudes of guides and managers, they are very friendly and willing to help me when I need.<br/><br/>Do read about the rules, prohibited things before you enter the National Gallery and make sure you deposit your bag at the reception because it takes much time to discover the Gallery. Moreover, if you want to know more about the artworks there, you also can book a tour guide at the reception 😁.<br/>(Images included)"
,,,,,,
Jiaming Zhang,4,Nov-19,Nov-19,50,NA,"On Nov 27 2019,my classmates and I went to the National Gallery for a learning journey to appreciate famous art works.It was an eye opener experience.<br/><br/>The National Gallery is located in the complex of two buildings which were converted from the Supreme Court and City Hall.A big building it is, full of works from different times.Other than the mirth of savoring the paintings, there are many stories and historical backgrounds which are enchanting.Besides,you will never feel tedious during your visiting.There are theatres to play videos and augmented reality (AR) devices for visitors to sink into history through.The neat combination of the ancient and the modern will never fail to captivate your attention.It is a good place for people to bask in the atmosphere of art amid the vintage tranquility present in the National Gallery.<br/><br/>Always remember that no food or drinks is allowed.Try to lower your voice at all times.<br/><br/>Do listen to the quiet whispers of the quaint art works."
,,,,,,
WYH,5,Nov-19,Nov-19,40,Learning Journey to National Gallery Singapore,"On 27/11/2019, my classmates and I went to National Gallery Singapore as part of our English Learning Journey. As I know, the building is the former Supreme Court and City Hall. It is the largest visual arts venue and largest museum in Singapore. It consists of two galleries which are linked together by a linked bridge.<br/><br/>National Gallery of Singapore is the last neoclassical British architecture that remain in Singapore. Therefore, if you want to take a look at such architecture, this gallery is definitely the place you must visit.Besides, since it was former Supreme Court, the preserved jail cells actually remained in National Gallery Singapore. There used to be 12 inmate holding cells, but only two of them had been preserved and will be opened to the public. If you want to take a look what a jail cell looks like without being arrested, you can go to L1 to find them.<br/><br/>The artworks that I liked the most is the ""Boschbrand (Forest Fire)"" located at L3. It is also one of the most significant artworks in the gallery. It uses the frightened tigers struggling in front of forest fire to show that life is vulnerable, even the strongest animal in the forest can be killed easily by natural disasters. If you are planning to visit National Gallery Singapore, do remember to visit this stunning artwork. Besides there are also a lot of creative and interesting artworks that you should visit, a lot of creative and interesting artworks that you should visit, such as ""Jejak (Footstep)"", ""Merapi"", ""Without it, I am Invisible"", ""Wounded Lion"" and etc. In addition, it is also free of charge for everyone.<br/><br/>If you are planning to visit, do bring along a pair of earphones to enjoy free offline tour guide from your phone. Besides, do bring along your identification card to claim the free tickets. Once you have done exploring, there is a library if you want some quiet and a cafe to relax in. The gallery was really worth my time."
,,,,,,
Patcharaporn P,18,Nov-19,Nov-19,50,Fascinating!,This place gives me the best impression of SG so far! I also joined the free tour guide provided by the gallery. The guide (Sarah) is superb. She is very informative and makes the paintings come to live! Truly appreciative and love the place!
,,,,,,
CadigalSydney,210,Nov-19,Oct-19,50,Local artists,"A beautifully kept museum/gallery well worth a visit especially to view local artists work, at the time of our visit there was an exhibition of Lim Cheng Hoe's work, a water colourist depicting local landscapes."
,,,,,,
Edna R,3,Nov-19,Oct-19,50,A must see treasure,"This is well worth a visit for those who admire architecture and visual art. It is housed in the old Supreme Court buildingwhich has been brilliantly accommodated within the gallery.<br/>The collection is wide ranging and features South East Asian art,<br/>Staff are keen to share their knowledge and are very helpful"
,,,,,,
wallacejain,"1,388",Oct-19,Oct-19,50,NATIONAL GALLERY SINGAPORE,"National Gallery of Singapore is located in the ‘City Hall building’ in the centre of the town right opposite the Singapore Cricket Club on the St. Andrew’s Road. This building was built in 1929 and has served as an important centre for governance of Singapore right from it’s inception. This building also houses the Supreme Court, a gallery which houses all the important documents pertaining to the formation of the country of Singapore. It also has numerous art galleries honouring various artists who’s paintings give an insight into the early parts of last century. Artifacts wise this place may not have much to offer as compared to museums the world over, but the place is very well designed and maintained. There are a number of galleries and two noteworthy are the ‘Wu Guanzhong Gallery’ which has an exhibition of ‘Lin Cheng Hoe’ paintings till Jan 2020. The second one is the ‘DBS Singapore Gallery’ which houses contemporary paintings of early 20th Century artists. Particularly noteworthy is the Gallery housing important documents leading to the formation of Singapore and it’s separation from Malaysia. It will require a full day to do justice to the exhibits. Entry ticket is 20S$ for non Singaporians and free for locals."
,,,,,,
Marjie781,158,Oct-19,Sep-19,50,Unusual and interesting,"This section of the gallery was focused on an exhibition sponsored by Singtel. Even though it was not the 'style' of art that I find most appealing, the use of colour and 'depth' to the work made it memorable. As with all the sections in this Gallery complex, it was well presented/displayed, so that the viewer was able to appreciate what the artists had in mind. It was also pleasing that a large corporation was willing to sponsor this display."
,,,,,,
Carolle Mqd.,147,Oct-19,Oct-19,40,National Gallery Singapore -,"The Gallery was a top listing for us during a recent  Singapore visit. It  proved to offer  much more than ever expected.   The Art of course,  Singaporean and Asian and more all beautifully  exhibited in the cleve architectural connected Supreme courts and Town Hall.  The space between the two is impressive with an enormous wave ceiling roof.   We were fortunate in not having to rush through the Gallery and were lucky enough to have a delightful encounter with one of the curators who led us through the story of one of the exhibits.  It was something of a discovery ramble throughout, full of surprises, wonderful art, the old court house with timber benches and docks plus regular expected galleries.  Old and new, there is something for everyone including children."
,,,,,,
Steve S,"1,420",Oct-19,Feb-19,50,A MUST SEE experience for great artwork,A beautiful space built in the old City Hall and Supreme Court Buildings. With a wonderful restaurant on the roof with a great view of the marina. An extensive collection of Asian art that is easy to enjoy. Terrific docents around the museum are very helpful and quite knowledgeable. Reasonably priced with lots of fabulous things to fill your memory.
,,,,,,
@mardiHen,48,Oct-19,Oct-19,50,National Gallery Singapore,We went into the building to escape the heat. What a find! The museum is wonderful and we spent 3 hours here. The Old and New World exhibition on Basement Level was really worth seeing and we also went through Level 1 and 2. Staff were helpful and enthusiastic. Really enjoyable experience.
,,,,,,
Arul R,35,Oct-19,Oct-19,30,For Architectural &amp; Photo Buffs,"Unless you are an architectural buff or a tired mom with kids this would not be my first choice of museums in Singapore.  I would pick the Asian Civilization Museum and the Peranakan Museum instead for an insight into Asian culture within a colonial context.  Having said that this is a regal Neoclassical building.  The building itself is a source of great beauty and inspiration. Its one of the grand dames of colonial heritage buildings in Singapore. And one of great historical importance - where the Japanese ceded control over Singapore.  However, if you have been to the Washington DC monuments - Capital building, Library of Congress or the Thomas Jefferson building, you can definitely skip this one.  I enjoyed the exhibition on Singapore's legal history and its constitution with the merger and de-merger from Malaya.  The other exhibitions did not capture my heart.  The view from the 5th floor restaurants - Smoke &amp; Mirrors is outstanding.  There is a Singapore flag and its an instagram worthy shot.  Just like Hay Adams in DC. There are also the grand staircases and beautiful columns if you are posing for engagement shots or wedding shots.  It will take a few years for the museum to build up its collection - but its definitely a step in the right direction. And I am sure in a few years it would become an important museum for Asian modern art."
,,,,,,
22NettaK,49,Oct-19,Oct-19,40,An ideal place for a nice afternoon,It is a really interesting museum located in 2 beautiful historical building. <br/>The museum collection contain works of both Singaporean and Asian arties. <br/>All most each art item is accompanied with comprehensive explanations which allowed the visitors to learn about the unique culture and history of both Singapore and the region.
,,,,,,
Daydream631054,3,Oct-19,Oct-19,40,Afternoon with a rich cultural experience,A random Sunday afternoon visit to the national gallery of Singapore and wow wow wow what a great surprise. Friendly and knowledgeable curators shared with us the stories of the art pieces and paintings . Special shout out to Benjamin who was very patient and explained to us in great depth ! Definitely recommended for a good afternoon visit !
,,,,,,
Damian V,36,Oct-19,Oct-19,50,Architecturally impressive conversion from two seperate buildings,"We had to rush a little through the Gallery, but there were some impressive works featured in a stunning space. The water covered roof, sent amazing ripples through the internal walls of the gallery."
,,,,,,
Alastair F,10,Oct-19,Oct-19,50,Fascinating place and learnt a lot,"As a lover of both art and history this place has it all. When I visited in 2009 this wasn't opened but I'm so glad I was able to visit on this occasion. The historic building fused with modern fittings made for a welcome blend of old and new. We started in the Supreme Court wing and thrilled to see the preserved court rooms housing collections of South East Asian Art. I absolutely loved learning about the artists and influences of this region which, having mainly visited European galleries, was an utter revelation. We met Benjamin, a visitor ambassador who gave us an ad hoc lecture on various works in the gallery housing the enormous Saleh painting of the forest on fire. <br/><br/>This was an extremely welcome situation as I felt I came away with a greater understanding and appreciation for the art on display which I wouldn't have otherwise. We then had lunch in the National Kitchen which was delicious before going to the City Hall: If walls could talk exhibition in the same room that the Japanese surrendered to the Allies at the end of WWII.<br/><br/>This was then topped by a stunning view of the Singapore skyline at the rooftop bar.<br/><br/>It is quite easy to spend an entire day in this place quite by accident. This place has it all: art, history, a stunning view, interesting architecture and preserved courtrooms all in one location. Thoroughly recommend a visit."
,,,,,,
pashagrata,8,Oct-19,Nov-18,50,A Museum Building that turned out Magnificent,"I've visited most of all the popular spots to see in Singapore, but by the second time I went to Sg, I chose to visit this National Gallery Singapore. It turned out as one of my fav museum trips in several SEA countries. Many museum materials to explore and yet I used to awed by this building's architecture, especially the main atrium. Magnificent!"
,,,,,,
ThereseMac,162,Oct-19,Sep-19,50,Spend some time here,There is fabulous art within this fabulous building. A delight to wander through the exhibitions for a couple of hours. <br/>There is rooftop viewing out over the grand prix course (not always there!).
,,,,,,
Tony H,36,Sep-19,Sep-19,40,Two in one,"Not only is this a visual arts gallery, but it is also a 'museum' by way of being in a former Supreme Court building which has been preserved. I strongly recommend taking one of the free guided tours of the building which still has the prison cells and judges chairs, docks etc. fully restored and intact. These tours are run by volunteers several times a day."
,,,,,,
Jason,1,Sep-19,Sep-19,50,Art in a Beautiful Setting,"Visited last week during the F1 Grand Prix in Singapore. The front entrance of the building was cordoned off for the race and there ought to be clearer signposts guiding visitors downstairs into the ticketing area. Right now with the F1 grandstand obscuring the entrance, tourists have to shuffle through a restaurant to get to the main foyer and it can be a bit disorienting for first-time visitors.<br/><br/>That said, I thoroughly enjoyed exploring the rooms in these majestic buildings and the museum's comprehensive collection. The galleries of 19th-20th century Asian painting are especially impressive, and this is probably the only museum in Southeast Asia where you can view such a spread of artworks from across the region with all countries in ASEAN represented. If you're interested in art or painting in particular, the National Gallery of Singapore should definitely be on your to-do list!<br/><br/>A special mention also to guide Benjamin - working on the 3rd floor of the Old Supreme Court Building, who was both interesting and informative, and a pleasure to talk to."
,,,,,,
Noel F,38,Sep-19,Aug-19,50,Excellent museum experience,"The National Gallery always has great exhibitions - permanent collection and special shows. It's a must for every visitor with an interest in art and culture. Highest standard adaptation of a heritage building, excellent curation of exhibitions and special projects and great restaurants, especially the National Kitchen by Violet Oon."
,,,,,,
