username,num_posts,date_posted,date_experienced,rating,review_title,review_text
Hans V,883,Mar 2019,March 2019,40,Cultural Heritage very well explained and displayed.,Cultural Heritage very well explained and displayed. Mama Malay Nonya based insight clarifying a big Chunk of the Cultural blend now dominated in Singapore and enabling the coexistence of diversity.
kshitijsathe,64,Mar 2019,February 2019,50,Good informative place,Great place to know the history of Singapore and the various cultures it blends. The sections are very informative and the overall maintenance is up to date. Its a bit costly around 13 SGD
ahliao,448,Mar 2019,March 2019,40,Small but detailed exhibits ,"Just 3 floors, considered not big. However, the exhibits and set up makes me feel connected and soothing.<br/><br/>Spend just 45 mins. Colourful, well organised/segregated, meaningful explanations.<br/><br/>Found yr time to explore!"
fionnechong,7,Mar 2019,October 2018,50,Family educational tour,There are so much we didn't know about peranakan culture.  Really eye opening.  My kids love the colours of the peranakan porcelains and their accessories.
DSK,172,Mar 2019,February 2019,50,A Historian's 'Must See',Beautifully laid out museum telling the Peranakan history and development up to the present day. Friendly and efficient staff
Secret_Possum,353,Mar 2019,January 2019,40,Potted reconnection with Peranakan roots,"The concept of Peranakan culture is difficult to explain, so a trip to the Peranakan Museum was in order for my foreign-born princess. <br/><br/>Housed in what was an old school building, the Peranakan Museum was an easy - through sweaty - walk from the City Hall MRT station. Entry was a very affordable S$9 each (concession) for a senior and a student giving access to all the galleries, special exhibit Gambar (Malay word for photos) and a guided tour. We forwent the tour and decided to wander around by ourselves.<br/><br/>The exhibits were pretty static, housed as they were in glass cases or displayed behind roped off areas. The descriptions were illuminating, through this senior found the small font in the waist high plaques difficult to read, particularly in the diffuse lighting. <br/><br/>Despite this, they were fabulous props to explain Peranakan culture. And it was very evident that this museum is a labour of love and passion with a huge number of exhibits donated by prominent Peranakan families.<br/><br/>Our familial ties to Peranakan ways and culture are rather weak as the passion for the old ways was just not there, especially among the younger generations. The Great Grands, and Grands were tie-dyed Peranakan especially in their dressing and speech. But by my Mum’s generation, the women were all working for the then colonial British organisations, speaking English and in frocks and heels. No embroidered tops, sarongs and beaded slippers in sight!<br/><br/>A wander through the museum evoked waves of memories from my childhood of the rituals, customs, furniture, kitchen tools (like the huge granite spice grinders Grandmother used before the advent of the modern food processors), crockery, clothing, jewellery, accessories etc etc And also thoughts of “Hmmm I wonder what happened to Grandmother’s / Great-grand Aunty’s ... or I wonder who that was given to ....” plus, of course, “I have that, that and that ... from (this and that relative)” - all very precious, but impractical for everyday bar the most special occasions, unfortunately.<br/><br/>What I thought really well done was the display of the life cycle, from birth to weddings and funerals, which made it easier for princess to get a better understanding of Peranakan rituals.<br/><br/>This museum is well worth a few hours for those who would like an understanding of the term Peranakan and the history behind the unique Peranakan fusion cooking enjoyed throughout Singapore, Malaysia and Indonesia. <br/><br/>There is a tiny museum shop stuffed chock-full of Peranakan themed souvenirs beside the entrance if you want a momentous of your visit. We didn’t buy any as I have a small collection of authentic vintage items at home.<br/><br/>For those who would like to recreate authentic Peranakan dishes without the tedious hours of my great-grandmother’s and grandmother’s days, I suggest you seek out a copy of Modern Nonya cookbook by Sylvia Tan. This is the cookbook I refer to for authentic dishes simplified for the time-poor."
AKK1953,4,Feb 2019,February 2019,50,Hidden Gem,"Not highly advertised but this museum is a wonderful window into the Peranakan culture. Various galleries cover history, food, weddings and society. Really well laid out. Should be on the list of ‘must see’ museums for anyone with an interest in social history but is inviting and has plenty to offer the casual visitor. <br/>Current road construction work made it slightly difficult to find."
Kikka1931,260,Feb 2019,March 2018,50,"As a tourist/expat who likes to know more about the places you visit/live, you have to come here!","We went there with kids for an informative visit on the Peranakan culture - one of the most pervasive culture of this country - and we came out definitely satisfied!<br/><br/>LOCATION: it's in the city center, so easy to reach also with public transport (especially green/red line MRT). <br/><br/>PLACE: the building in which the museum resides was a school for more or less 100 years, so already this building sets the scene for what you are going to see inside. <br/><br/>EXPERIENCE: we knew it was possible to get a volunteer to guide our visit (please check on the internet the hours of the slots if you are interested) so we approached the staff at the desk on the groudfloor and they smilingly asked us to wait for a while at the designated area. Then after a few minutes the guide arrived and accompanied us in all the rooms, explaining the history and every-day life of this specific culture. Very nice indeed! Another very good feature was that the kids had their own maps where you could get stamps onto in each room: these kept the little folks entertained as we were!<br/><br/>TO SUM UP: if you are a person who likes to really explore the culture of the places you visit and not simply 'tick' areas.....this is one of the places to go!"
concorde7,110,Feb 2019,September 2018,40,Something different,This is quite different and also very informative.<br/>Nice and cool inside something that is welcome on a hot day in Singapore.<br/>You can spend a couple of hours before you know it.
James L,60,Jan 2019,January 2019,50,Informative,"Very nicely sectioned.  Day we went was not crowded, can browse at leisure within air-conditioned facility.  Recommend to visit museums in renovated mansions &amp; houses, along with this one.  Soak it all in."
LSL,120,Jan 2019,January 2019,50,Fascinating,Not your average museum. Another historical view of Singapore culture and diversity. Well laid out. Excellent exhibits. Worth going for a tour
patrizia l,288,Jan 2019,November 2018,50,Knowing the Culture - living between cultures,"This is a a beautiful and very interesting Museum about the diverse Peranakans. We met a lady in the Arab District in a shop house. She had wonderful artefacts in the shop. She introduced us to the Peranakan Culture and told us stories of her family and how they lived. The museum was her recommendation. It is in an old Shophouse on two or three levels. Grund floor with photos of the mix cultures of Peranakans. One family part coming from Malawian Background the other either European or Chinese. The Fusion of both worlds in education, beliefs, traditions is shown in many ways. It is a journey to a different world. We had the previledge to join a guide tour and we learned so much. Great Exhibition."
Penny C,32,Dec 2018,December 2018,50,A museum not to be missed,"What a lovely museum to visit, so interesting to know &amp; see the history &amp; the beaded shoes are just amazing.  Plenty to see &amp; do while there &amp; the gift shop downstairs to the right of the building when you exit is worth a visit too."
JennJenn C,45,Dec 2018,March 2018,50,A beautifully made Peranakan Museum,I just stroll around from Golden Mile complex heading to the Merlion Park. And passed by at this place. This is so nice not to be appreciated.
SDM88,102,Dec 2018,December 2018,50,Excellent highlights tour,"Visited on a weekend and joined one of the free highlight tours. Lots to see and a beautiful collection but really brought to life by Ian, our tour guide. He was brilliant! Well worth a visit"
Witoldzio,563,Nov 2018,November 2018,50,excellent,This is a museum devoted to Peranakan culture and all aspects of it. I liked the exhibits very much and the relaxing feel to the building. Very friendly staff. The exhibits focus on the customs and art of that ethnic group. Fascinating to be able to get an insight into the social and cultural fabric of Singapore.
angelinat202,75,Nov 2018,October 2018,50,Insightful and educational,"We had a most interesting afternoon going around the museum, learning about the history and cultural heritage of perankan culture. Such lovely and lively displays to show off such a great culture. A must visit for sure."
Kate A,32,Nov 2018,November 2018,40,For museum fans and/or those wanting to understand peranakan culture.,"Disappointed this cost more than the fabulous Asian Civilisation Museum, but beside that, definitely worth a visit. Gorgeous old building and rickety floor boards! The staff were helpful and friendly. <br/><br/>The actual displays were fabulous. My son learned a lot about funerals and weddings from the displays. I felt incredibly teary at the photos at the entrance. Such pride in one's culture is a beautiful thing. <br/><br/>A rich and well preserved photographic exhibition was on the 2nd and 3rd floors. Each photo gave a literal snap shot of life for the Peranakan in Singapore, Malaysia and Indonesia. Stretched from the early days of photography, all the way to the current era. The film showing the cleaning of some items was incredibly interesting. So much a labour of love."
Jhud69,76,Oct 2018,October 2018,50,A Delightful Quaint Museum full of Interesting Art and Artefacts of the Peranakan Era.,"The museum is housed in a delightful historical building and building, entry is by a small fee.  Inside the museum has a vast array of knowledge being shared on the well curated art, ceramics and furniture.  Everything has been well preserved and maintained. The old B/W photos of people add nostalgia whilst depicting life at the time. This museum i not glamorous like some attractions, but shines in it's simple beauty off the past."
lakshmi f,17,Oct 2018,October 2018,40,Wonderful corner of old Singapore ,"I had a few hours to kill in Singapore when I decided to visit this museum. <br/>It’s easy to find, despite the building works all around. The entrance is stunning , and the reception staff were welcoming. <br/>I enjoyed a glimpse into the various aspects of Peranakan life - I especially enjoyed pictures of people who speak of what their heritage means to them in 2018. <br/>The wedding and death rituals were very well curated and explained. <br/>I wa also impressed by the range of photographs from old Singapore, depicting the life and customs of Pernanakans from the 1800s. The collection of cameras was a treat !<br/>This museum is worth a visit."
Renaud M,204,Oct 2018,October 2018,40,Great dive in the history of the people of Singapore,"Very nice museum and excellent presentations on the origins and the ways of life of the people of Singapore. Great way to learn about the Peranakan and better understand why Singapore is such a cosmopolitan city! Worth a visit. Not too long and diverse presentations through videos, exhibits, photos. Don’t miss it!"
Belinda H,96,Oct 2018,October 2018,40,Comprehensive and interesting ,"Well set out in lovely old building. Good, well organised displays with helpful explanations. Air conditioned. Low entrance fee. Worth a visit."
Mazmannan,"9,057",Oct 2018,April 2018,40,Peranakan culture and history,"The Peranakan Museum is a must for all those who are interested in culture and history of Singapore. The museum is located in Armenian Street and is housed on three floors in a very beautiful building.<br/><br/>The culture and heritage of the Peranakan people is well documented in the museum. Everything from food, clothing, furniture, carpets, weddings, jewelry, and much more is there. The exhibits are well laid out and the descriptions are very good and easy to understand. <br/><br/>I found this museum very interesting - and time passed by very quickly. You should plan on spending between two to three hours.<br/><br/>I would recommend a visit to this museum.<br/><br/>The museum is open daily from 10am to 7pm. On Fridays, it is open from 10am to 9pm. Singaporeans and permanent residents go free. Foreigners and tourists admission fee is SGD10. On Fridays, from 7pm to 9pm the admission fee is SGD5. Senior citizens and elders pay SGD6 - and on Fridays pay SGD3 between 7pm and 9pm."
crullerpastry,20,Sep 2018,September 2018,50,A priority when visiting Singapore...,"I had an interest in the historical role of the Peranakan people in the growth of Singapore as a colonial trading port under British rule. This museum deals with that but is more interesting insofar as it explores the varied origins of the Peranakan, the emergence of their unique hybrid culture (e.g. wedding etiquette, food, furniture, etc) and their importance in Singaporean civil society. A fascinating museum with well curated and annotated exhibits. It's relatively inexpensive and, if you plan appropriately (which I didn't!), you can take advantage of the free guided tour. Worth checking out before you go. Conveniently located near City Hall MRT station. Bras Basah close if on Circle Line. Allow at least 1.5 hours."
Aprilflame,105,Sep 2018,August 2018,50,Wholesome view of the Peranakans,A must visit for those interested in the Peranakan culture and heritage.  Peranakan is often misunderstood to only represent those of mixed Chinese and Malay heritage i.e. the Baba and Nyonyas but the museum shows that it encompasses a wider group. It provides a wholesome showcase of daily lives and important ceremonies such as weddings and a funeral. An educational place to spend 2-3 hours on a sunny afternoon..
ianshamshey,907,Sep 2018,September 2018,40,very interesting-worth a visit!,"I was not aware of what the term ""Peranakan"" meant. In the past, Southeast Asia was an opportunity for trade and wealth and lured people to the area. Many stayed, married local women and the children of these unions are called Peranakans. Most are Chinese but could also be Arab, Eurasian and Indian. This museum details Peranakan art and objects and the various galleries outline their ethnic customs such as weddings, language and fashion, religion, public life and foods. It is very interesting to visit if you have the time. It is on three floors and there is an elevator for those who cannot negotiate the stairs"
little_peg,147,Sep 2018,September 2018,50,Amazing,"Singapore has people with different nationality living together. The child of local woman of singapore and other ethnic origins is called ""Peranakan"".  The museum gives me better understanding of Peranakans by guided tour and lots of exhibits,  not just watch them but can be touched. It is an incredible museum."
Jeanne H,130,Sep 2018,December 2017,40,Very good if you time your visit when a volunteer guide is present,"I personally prefer this Museum to our National Museum. Find the latter to be a bit overwhelming, too much text, though still worth visiting if you are interested in an in depth understanding of Singapore's history.  The Peranakan Museum is interesting mainly due to its content, the focus on the Peranakans, whose culture is  unique and an interesting combination of Malay and Chinese culture.  If you check the website, you can find out when the volunteer guides will be on hand.  From what I understand, they are usually Peranakans themselves, and so both knowledgeable and enthusiastic."
GeneralShamu,532,Sep 2018,August 2018,40,Worth a Visit History Wise,Very interested to learn about the history of the people of the Straits Settlements. Probably need 1.5 hours to see it all (max).
Gary D,630,Sep 2018,July 2018,40,Great insight into the Races of Singapore,"Really didn't understand the word Peranakan, and trip here clarified this for us. Well laid out Museum, in a resplendent old Building, with plenty to look at from the racial mixes, through displays of weddings, Fashion, Religion, Food and day to day living. <br/>Very comfortable to do in the heat of the day, well laid out and detailed.we are better informed now than prior to visiting. Worth a look if you have some interest in early singaporian life."
cyc326,35,Aug 2018,August 2018,40,good place to explore peranakan elements,"Had my last visit during the Night Festival 2018. A museum well preserved and telling stories of peranakan (historically mix of Chinese and Malay heritage). Had a corner at ground floor for visitors to take IG photos with the props available-- fun! Just beware of visiting the wedding rooms (level 1) with mannequins wearing traditional peranakan outfit at night time, as it could get a bit eerie (better to go at daytime?!)... overall, worth another visit when got longer time for the details."
Nancy P,476,Aug 2018,April 2018,50,Outstanding,"Fascinating history combined with beautiful furnishings and other samples of artistry make this our favorite museum so far.  We lucked upon this museum while attending a street festival, and were very happy we did.  The worksmanship ranging from beadwork to furniture details are lovely."
TheOExpress,"2,842",Aug 2018,August 2018,40,Take a tour if possible.,"The entry fee of SG$13 is best justified if you take a tour, which I did and lasted about an hour. In terms of the exhibits, many are stunning and really informative though I felt that the ‘weddings’ section was a little large when I would have liked to learn about other aspects of Peranakan culture. For example: the differences  between and similarities of the different groups. Still definitely worth visiting though, especially for the first room on the left when you go in, which covers the history and modern life of these communities"
KGB777,"38,048",Aug 2018,August 2018,40,Return to the Peranakan Museum,"We came back here for another visit after a gap of nearly 4 years. It's still free for Singaporeans and PRs and is well worth the effort of visiting. $13 for foreigners is a bit steep, but is perhaps worth it if you would like to get a better understanding of the Peranakan history of Singapore. Plenty of interesting exhibits to see here, although not that interesting for children."
vic10101,410,Aug 2018,August 2018,40,Worthwhile to those interested in Singaporean Chinese culture,"This is about the culture, customs and practices of Singaporean Chinese (Peranakan) including those married to other races. You need a good guide to explain to you the various stories connected with certain facets such as matrimony matters. But if you are not interested in these things, then the displays may not mean much to you."
FalconWix,13,Aug 2018,July 2018,40,Insightful,"Though it is only three stories high and not as big as compared to other museums, it provides a glimpse into the Peranakan culture within Singapore that has become less predominant today and allows one to appreciate the culture and heritage."
Ifan I,2,Aug 2018,August 2018,40,A fascinating place to celebrate diverseness and mixed culture,"The term peranakan itself embraces the cultural fact of living in Southeast Asia: you can't be racially pure, whatever that means. One is almost certain comes from a long line of mixed culture and heritages. Although mainly about Chinese settlers (as it was and is with Singapore), we can learn a lot about a peculiar mix of Chinese, Indian and Malay (and countless others such as Java, Bugis, Boyan/Bawean, Arabs, etc.) culture."
Grant R,103,Jul 2018,January 2018,40,Understanding this unique culture,I took my family to this and it was well worth the effort.  My primary school children were really interested in the how the older Singaporeans used to live.  The articles on display are brilliant.  The guide tried to make it sound as though all were Peranakan's were rich but this isn't quite true.  Nothing like telling the story how you wish it to be!.  But still very good.
BusinessBear,150,Jul 2018,July 2018,40,Good insight into the history of Peranakan,Located in fabulous old building the museum offers an insight into the history of the Peranakan. There are various themed displays across the 3 levels and is worth a visit
Beagles42,27,Jul 2018,June 2018,40,Very interesting insight into Singapore history,"This museum is a well-set-out exploration of the mingling of cultures through Singapore's history, with informative displays and AV explanations. It was an unexpected gem!"
Michele H,114,Jul 2018,July 2018,50,Excellent!,"For some history of Singapore and her people, this is a must see. Very well presented and very interesting."
-ChellesM-,11,Jul 2018,July 2018,20,"As a Peranakan myself, I was disappointed","I was so excited to finally get to go to the Peranakan Museum. <br/><br/>As a Peranakan myself, I was hoping for a home coming feel, to wander the halls and relive the glory days of Peranakan culture and history.<br/><br/>Instead, what I got were glass showcases after glass showcases of sterile displays of very few of each item. This was definitely not experiential.<br/><br/>I think it would be better if the Museum transformed the areas into what a real Peranakan Household would have looked like with a separate floor for celebrations.<br/><br/>It would be wonderful to walk through a recreated Peranakan Hall, kitchen, bedroom ... a real feel of how Peranakans of yore used to live.<br/><br/>Manequins dressed in Peranakan outfits going about the daily life of a Peranakan, cooking, talking in the living room, eating dinner with all the Peranakan crockery laid out.<br/><br/>I hope the Museum will do real justice to such a rich and unique culture and not present the culture in such a clinical manner."
ochassot,967,Jul 2018,June 2018,40,Good introduction to Singapore,The Peranakan Museum offers a nice introduction to the history and culture of Singapore in an old colonial-era building.
Wingecarribee,"1,499",Jun 2018,June 2018,40,Cultural displays,"Worth a visit. Easily accessible, near Fort Canning park. Nice displays with a wealth of information about the Peranakan culture and history. Clothing, art, furniture, jewellery, dining settings, cuisine, everyday objects, etc. Includes a very informative section on photography and photographic equipment. The beadwork tablecloth is amazing. Several levels and includes activities for the kids."
JK888,100,Jun 2018,April 2018,40,Best place to know the Peranakan culture.,"If you wonder how interesting is the Peranakan culture?<br/>You will find the unique culture of Chinese and Malay in this Peranakan museum, from arts to sculpture to all little parts of daily life of this two communities.<br/>So don't miss it if you like unique art culture and the ticket is not expensive at all."
Minami K,12,Jun 2018,July 2017,40,2016.9,You are able to touch the Peranakan culture and the history. You can also see the beautiful manufacturers.
Mak Semarangan,4,Jun 2018,September 2017,50,Museum Peranakan Singapore,"a great place to get to know the history of human civilization, especially Chinese peranakan in Singapore. The place is clean and elegant to visit."
LeaveOnlyBubbles,121,Jun 2018,June 2018,50,Hidden gem in the heart of the city...,"We've headed there as we wanted to let the kids take part in the children's activities that day but found ourselves spending longer than expected due to the kids being engrossed with the art &amp; craft activities there.<br/><br/>Access is via City MRT, which is linked to more central lines than the Bras Brasah station.<br/><br/>Try to head there every first Sunday (Straits Family Sunday) of each month as there will be more activities and an opportunity for a full on dress up photoshoot via authentic Peranakan attire for the whole family.."
Patty6-13,522,Jun 2018,May 2018,40,Interesting historical perspective,"I enjoyed a couple hours here learning more about the multi cultural history of Singapore. Exhibits are well labeled and there are some wonderful family photos of yesteryear,"
Huang Wzhong,481,Jun 2018,April 2018,50,Peranakan museum that worth for anyone visiting,"one of the best Museum in ASEAN countries that has present the Peranakan dedicated stories.<br/><br/>the small medium size museum, but it has compacted with a lot of valuable information that suitable for any people can bring their own family member to visit this place and share some cultural experience together.<br/><br/>I have never expected that I can see so many beautiful precious collection of Chinese porcelain ware (during late Qing dynasty) in this exhibition. <br/><br/>the museum is well organized, this is the precious valuable place and definitely, it's worth for visiting."
guy m,83,Jun 2018,June 2018,40,Really interesting place,"This museum celebrates multiculturalism before the term was invented with a really interesting display of cultural fusing in Asia; food,clothing and traditions! It is well curated and very informative"
Norm the Nomad,455,May 2018,September 2017,30,Good for a ‘slower or wet day’,After a frantic few days of exploring Singapore the Museum is a welcome rest stop. At a slower pace it offers the chance to see some of Singapore’s history. It is very good and one should plan on allowing 2 - 3 hours here to get value. Recommended.
tsukuba,20,May 2018,April 2018,50,"Cute and informative, almost a MUST","Very interesting discoveries can be made here. Might be useful to combine with the national museum visit. Children interested in history, fabrics, daily life can benefit too - interactive exhibits. A small but very well packed, interesting and colourful museum, not crowded and I would say a MUST."
Katetherat,136,May 2018,September 2017,50,Love this museum,If you have any interest in the history of Singapore and the Peranakan people then this is the place to immerse yourself in the culture. I think it is a must do iwhen in Singapore
Robert T,490,May 2018,May 2018,50,Really interesting,Had an excellent guide and this story really came to life. Learned a lot. Not overwhelming in its scale but fascinating insights into a previously unknown culture to me.
WNFdiary,346,May 2018,April 2018,50,Peranakan style is a real eye candy!,"We love all that is related to Peranakan, the incredible hand-crafted furniture, beautiful clothing, tableware... That is a museum that we found absolutely delightful and we highly recommend the guided tour. In short time you'll find a lot about Chinese straits and probably the visit to this museum will stick with you longer than expected. We visited quite a few places in Singapore and wrote about them on our blog. Maybe there is something that will inspire your next trip to this amazing city. Singapore has many charming places and the Peranakan Museum is definitely one of them."
melach9_2009,66,May 2018,May 2018,50,A great insight to the Peranakan culture,Finally after three visits to Singapore we found time to visit this interesting attraction to get an insight into the Peranakan culture.<br/>This was previously a school which was very well converted in a tourist attraction. We were lucky enough to time our visit to catch the free conducted tour of the museum which lasted nearly and hour. It definitely made the visit to the Museum an interesting one. There are sufficient interesting exhibits to keep you there longer if you want to.
Min L,20,May 2018,May 2018,50,"Cutest little museum with an excellent, informative tour guide!","I was very intrigued and impressed by this museum. Small and concise, it was full of sweetness and rich in culture and history. I highly recommend taking the guided tour - it is one of the best museum tours I have ever been on, as it was engaging, informative, and insightful. Definitely worth visiting, and revisiting!"
ellyzack,26,May 2018,May 2018,50,Enriching Experience ,The Peranakan museum goes in detail about the history and the culture of Peranakans. It explains every aspect and it is a definitely something interesting and different from your normal museums. <br/><br/>I'd recommend going for the free guided tours so to better understand the displays.
novita77,52,Apr 2018,April 2018,50,Insightful tour guide,"Visited Singapore for a week, I lived in Singapore between 1999 to 2001, I am a 'Peranakan' (straits chinese) my self.  When I arrived at the museum, just in time for the start of guided tour, It was utterly charming and interesting listening to knowledgeable tour guide Chay Cheng Lim explaining in details about peranakan way of life. <br/><br/>The museum is not big, i would recommend 2 hours maximum to see everything. <br/><br/>The place is easy to find, took MRT to Raffles Place and did a little bit of walk with my google map on my phone. <br/><br/>If you have an hour or two to spare defenitely recommend this place to explore."
worldtraveller99,"2,268",Apr 2018,April 2018,50,Lovely small museum,"This is a really sweet museum, all about the history and culture of the Peranakan people in Singapore. There are lots of beautiful artefacts, some of which you can buy in the gift shop on site. An enjoyable hour or so."
DC2florida,379,Apr 2018,April 2018,40,Nice introduction to the Peranakan in Singapore,"After seeing similar displays in Penang, Malaysia, it was nice to see how the communities differed here in Singapore. The displays are great and it is nice they have objects you can touch for all (you do not have to be visually impaired or a child to learn from such exhibits!). The handcrafts are just incredible."
Arrjun,225,Apr 2018,April 2018,40,Highlights an obscure aspect of world history,"As a history buff, visiting this museum brought alive to me the history of the Peranakan people - who are otherwise unknown outside of the South East Asian region. The museum - through artifacts, personal accounts and larger histories - showcases details of the Peranakan community at an overall level and also dwells on personal details, giving a full picture of these people and how they have grown with the region. <br/>One word of caution - this is strictly if you are interested in history or in culture, unless you happen to be a Peranakan yourself."
susantN8524LZ,209,Apr 2018,April 2018,40,The Singapore Peranakan Museum-a showcase of Peranakan history and culture,"The Peranakan Museum at the site of the former Tao Nan School Building, 39 Armenian Street is the place to visit if you need to know about the Peranakans. Unlike the Penang Peranakan Museum (Mansion) which has much more Peranakan  artefacts, the Singapore Peranakan Museum showcase the history of the Peranakan people - their origin and house a modest size of the Peranakan living furniture- here it is a showcase with historical facts-very well  presented by the guide (we had a English guided tour – Mandarin, Japanese and French guides are available at different time slots). Peranakan comes from the root Malay word ‘anak’ which means son of – ie the Peranakans are descendants of Chinese traders married to local women in SEAsia – mainly Penang, Malacca, Singapore and Indonesia. Go try the Peranakan cuisine after the visit - at the Peranakan restaurant True Blue next-door"
740Elly48,443,Mar 2018,November 2017,40,Aamazing,Very interesting museum. The displays and explanations are very well done. We spent quite a bit of time absorbing the history of these people.
Justin K,278,Mar 2018,March 2018,50,Great introduction into this unique culture,"I came here on a free weekend and found the visit fascinating and highly educational. It is a must for anyone who has an interest in the overseas Chinese and Indian traders who created their own unique culture in Southeast Asia.<br/><br/>The museum is not too large and would require about 1.5 to 2 hours to visit. Free tours are available but all exhibits are well described with English captions and explanatory notes so a tour is not necessary. I would particularly recommend this hotel if you are fortunate enough to be traveling to either Malacca or Penang in Malaysia both of which have preserved Peranakan mansions. This museum would help you get a feel and understanding of the culture which will help you better appreciate those sites. If you are just in Singapore though this museum will help give you the basic flare for these intrepid travelers who left their homelands and traveled to Southeast Asia to trade. Their culture is a fascinating blend of Chinese and Southeast Asia influences which you can see from their ceremonies, traditions, dress, and even porcelain kitchen ware."
sw6sw6,32,Mar 2018,March 2018,50,"Informative, free guided tour","The Peranakan Museum houses a modest size collection of cultural artefacts, with comprehensive explanations in English. A very informative guided tour is offered in English numerous times a day (also available in other languages) which I could helpful as my knowledge of the culture was minimal in advance of visiting. Definitely worth visiting if you're interested  in cultures and decorative arts."
keefw,320,Mar 2018,March 2018,40,Excellent Guide,"We found this museum just across from our hotel and found our guided tour very interesting,with plenty of very good information on the Peranaken community."
fire-tower,"1,616",Mar 2018,March 2018,50,Rich in its collection and displays,"This is a smaller museum housed in a pre-war building that was formerly a school. While small, it is rich in its collection and displays. You can see intricate items worn in the old days, and the gift shop sells reproduction of the beautiful porcelain pieces. Try to join the guided tours to better understand the items on display as well as the unique Peranakan culture, and explore the museum thereafter.  Take a walk outside the building to admire the well-maintained structure as well."
moderntraveler,488,Mar 2018,February 2018,40,"Rich in culture, traditional wear, intricate furniture","If you like any of the above, it will be interesting for you. $10 for tourists and $6 for students (with valid id) and senipr citizens, it introduces the peranakan culture and its people, cultures and customs.<br/><br/>Loved the beadwork, intricate furniture and traditional clothing especially the flower prints and antelop embroidered top.<br/><br/>Has guided tours for several languages, so i recommend you go online and book a tour to have more fun with a guide bringing you around. More tours on weekends."
