username,num_posts,date_posted,date_experienced,rating,review_title,review_text
Angela T,438,Oct 2019,September 2019,40,Guo Pei Exhibition with a former Town Convent Classmate ,"We had a lovely time visiting and admiring the displays of Guo Pei’s exquisitely designed dresses. Every creation of hers was truly a beautiful work of creativity, design and painstaking handiwork.  We were most awed and certainly impressed. The Asian Civilisations Museum is certainly the right venue for her displaying her fashion design works."
RandolphCarter1919,323,Oct 2019,October 2019,50,High quality museum and displays,"What an excellent museum, it went through the main Asian civilisations and had examples of their art, pottery and life. The curator must be proud of the way the displays were set up and how informative they were. The Tang shipwreck was a highlight as well as everything on the second story, even the booklets were high quality and informative, I had to donate extra as I pinched some to take home.  Best museum in Singapore."
Oddgumm,8,Oct 2019,October 2019,50,Museum of Wow!,"My 10 year old girl did not want to leave,  so we had lunch in the museum's exceptional cafe and did the floors again. As a San Franciscan,  I know Asian art. This eclectic collection is on stellar display. Lunch and artefacts from the depths of the sea through the sands of time! The best."
Ryu C,34,Oct 2019,September 2019,50,Heritage Indulgence,ACM is one of the cultural museums in Singapore where one can immerse steeply into the historical culture from both local and regional countries.
Arjun T,56,Oct 2019,July 2019,50,Must visit place!,There are not many museums that focus on Asian Civilizations so this makes it a must visit place. There is a lot to see and do so expect to spend atleast 1 to 2 hours and take a free docent tour. After that visit the pretty museum Cafe where you can also sit outdoor on the deck overlooking the Singapore River and high-rises of the downtown district
Jeffry b,"5,199",Oct 2019,July 2019,50,How Asian civilisation influences Singapore,"If you only have a short time in Singapore, this museum is well worth seeing, it's one of the best museums in Asia. It catalogues the evolution of Asian civilsation and religions. The museum is in the imposing Empress Place building, built in 1865 by Indian convicts. It was once the headquaters of the British colonial administation. It's a tad surprising that Singapore lives so well with its heritage of diverse Asian cultures, this museum helps explains why.. I would put this on my ""don't miss"" list."
Kevin Saint Ghislain,88,Oct 2019,September 2019,40,Good place to shelter,"It is a really good museum with quite some interesting pieces. Not high on the list unless history buff, but certainly not a waste of time."
Denis O,7,Sep 2019,September 2019,50,Needed to spend more time,This Museum provided me with insight as to how the four major religions evolved in Singapore - I very much want to back there.
Chrisinkingwood2,"5,053",Sep 2019,September 2019,50,A really first class museum with excellent displays,"We really enjoyed this museum, not only because it's nice and cool inside with the AC running full blast but you learn so much about the history and culture, especially all of the religions that shaped this region.  <br/><br/>Only bad thing was the day we went was the last day for a big exhibit of gowns and dresses by a famous Chinese fashion designer. We really were not as interested in seeing that exhibit but it made for a very long line of people buying tickets. Took almost an  hour to work up to pay for ours. <br/><br/>We felt the displays of art and statues inside and the lighting were really the best we have seen in a long time. The descriptions were very well written."
Noel F,38,Sep 2019,August 2019,50,Simply exceptional,The Asian Civilisations Museum is a must for all visitors. The permanent displays and special exhibitions are always excellent. This is one of the world's premier museums. I especially recommend the Tang Shipwreck and the ceramics collection. I visit the museum every time I go to Singapore. (and the restaurant is excellent)
Rahul2604,"27,780",Sep 2019,September 2019,40,Interesting ,"Good collection of artifacts from all over asia,good for understanding history of Singapore and also about different religions which originated from Asia,worth for the ticket,have at least 3 hr,also close to many attractions."
Cristina T,170,Sep 2019,March 2019,40,this review is about the cafe at the asian civilisations Museum,Highly recommend the cafe for a meal. The fancy restaurant was closed and we were caught in a storm there so we decided to try the cafe. We were a little skeptical but decided to try the Hainanese chicken and a couple of other dishes including a salad. it was excellent.
Susan C,64,Sep 2019,September 2019,50,Worth the price ,My surprise at finding that the entrance fee was $8 (not $4) was quickly covered with other emotions. A great exhibition of many of the civilisations close to Singapore. Loved the art - And the balanced presentation of various religions &amp; their art.
Ann W,7,Sep 2019,September 2019,50,So much,Such an interesting place - loved the ‘Trade’ section. Helped explain Singapore’s historical and geographical importance.<br/>Beautiful artefacts from so many religions on display.
Globetrotter10079,377,Sep 2019,September 2019,40,Interesting place to visit,"I saw some real gold coins, gold Kriss sword, and learned about many Asian cultures there. There is a free tour that I had of one of the galleries."
Joey,33,Sep 2019,September 2019,40,Nice Museum ,"Was here last week visiting the Guo Pei exhibit, very nice and enjoyed seeing some of the other Asian exhibits. The gift shop though seems to  be need of merchandise."
CanberraTripper,55,Sep 2019,September 2019,40,Something for everyone,"The museum is conveniently located in a beautiful building. The range of displays means that everyone is catered for. The permanent displays include a fascinating exhibit of artefacts retrieved from a very old shipwreck, leading to further displays of the many items traded between Asian countries and the rest of the world. There is also a comprehensive exhibition about the various Asian religions. At the time of my visit the temporary exhibitions included a kid-focused interactive display of a cardboard world and a group of amazing fashion items designed and produced by a young Chinese designer."
Loriju,104,Sep 2019,September 2019,50,Most Outstanding Experience in Singapore ,"Brandon Chia’s two hour guided tour of the Asian Civilization Museum brought the history of the Chinese experience in Singapore to life. The museum is a treasure trove with many fascinating artifacts, which Brandon’s exceptional tour connected in a meaningful way.<br/>Spend the extra money for the guided tour as opposed to the audio and you won’t be sorry. Tour included tickets for tea and an egg custard pastry at a nearby bakery."
T6993KXdavidm,695,Sep 2019,September 2019,50,Wonderful,A real eye-opener as to the many different cultures and their offerings to civilisations over the years<br/>Worth a visit
David B,31,Sep 2019,September 2019,40,Very interesting museum,"The exhibits are well laid out and sympathetically displayed.<br/>Clearly defined galleries help in understanding the history of Asia.<br/>Was lucky enough to visit when the Guo Pei exhibition was on. Not a ""fashionista"" myself, but found the exhibits astounding in their craftsmanship.<br/>All on all a very pleasant way to pass a couple of hours in Singapore. Highly recommended"
Freedom12795220676,4,Sep 2019,August 2019,30,Nice historical building......,"Love the building, has a lot of character and was a great experience visiting the place!  For sure a worth experience for travellers"
Christine C,12,Aug 2019,August 2019,30,Good if this is your interest area,It was okay but I wasn't too impressed. I thought I'll have a look around but apart from the section about the ship wreck I wasn't too engaged in the exhibitions. So unless you are interested in this topic you may like to consider visiting other places instead.
Elisabeth A,20,Aug 2019,July 2019,50,Asian history: past and present,"This museum is not the largest, but it is a very manageable size.  We saw an exhibit about trade throughout Asia that was fantastic and really helped us learn about the geography and history of this region.  We were also lucky enough to stumble upon an exhibit by fashion designer Guo Pei that was mind blowing.  There are also many rooms filled with Asian artifacts. Most rooms were dark and cool, allowing for peaceful meandering."
Chickerdees,403,Aug 2019,August 2019,40,VERY INTERESTING ,"This is a large museum space featuring the fashion of Guo Pei and other varied minor exhibitions. The spaces do not seem crowded, the visitor stream flows and it’s provides a wonderful inside into many aspects of Asian culture."
Jan W,2,Aug 2019,July 2019,50,Museum Highlights,Take the free tour it is very informative.<br/>The Tang Shipwreck is worth seeing.<br/>The Guo Pei Exhibition was amazing.<br/>To much to see in a few hours would need a couple of visists.
Shanna K,57,Aug 2019,August 2019,50,Amazing ,Beautiful museum. So much to see in each section. Learning about all the different religious arts. The Asian fashion was jaw dropping. We spent a lot of time here and enjoyed every moment.
Farouq T,83,Aug 2019,July 2019,50,Lots of interesting displays covering key faiths in the Asia region,"This is a really nice place to visit if you are in the area. There is a lot to cover with displays covering Buddhism, Christianity, Hinduism and Islam in the region."
Simply A. Yeo,"12,479",Jul 2019,July 2019,50,Nice architecture and historical,A very old and historical museum with a very appealing architecture. Was sitting outside and admiring it. Good to stop and smell the flowers as office is nearby.
Lukas S,217,Jul 2019,June 2019,50,Certainly worth visitng,It's a wonderful place to learn about the Asian cultures over the centuries. I really ennjoyed the exibishions. Although it is located in the heart of the city it is not overrun with the tourist.
A N,53,Jul 2019,July 2019,50,Fantastic museum experience,This museum features wonderful history of the trade of East and Southeast Asia. It has a terrific collection of ceramics and uses that as an anchor to retell the story of Asia. <br/><br/>The current special exhibition of Guo Pei is amazing as well. The museum really emphasizes arts and crafts and their place in history. <br/><br/>I think it's very well curated. I was able to take a tour and it was well done as well. The staff are helpful and professional. It's a lovely building. It's not too large or too small. It's one of my favourite museum experiences ever to be honest. Great job!
Jane800,166,Jul 2019,July 2019,50,Fascinating museum,"Greatly surprised by this museum. Beautiful exhibits, well displayed and hardly anyone there. Ceramics from shipwreck were amazing."
FyingKiwi,702,Jul 2019,July 2019,40,Ceramic Delight,"This museum features excellent displays of Chinese ceramics over a thousand years old that had been recovered from a discovered shipwreck. Condition of the pottery and other artifacts is absolutely stunning and beautifully displayed for viewing. Museum also features many very interesting artifacts from various Asian civilizations, providing visitors with a visual and written feast of historical information."
Kaymtravel7,700,Jul 2019,May 2019,40,Fascinating history and artifacts,"This was a very well executed museum with lots of history about Southeast Asia. My favorite part was the exhibit about the shipwreck with interesting items and stories depicted. Upstairs, the sections on religions in Southeast Asia were also very informative. After a while the museum does start to seem the same, but it was a beautiful building and a very reasonable entry fee. The café inside was also delicious, and the air-conditioning is great. A lot of people seem to think this is one of the best museums in Singapore."
MKB1701,690,Jul 2019,April 2019,40,Well done smaller museum,"I split off from the family to take in the Raffles exhibition and it was both informative and enjoyable. The museum proper has several interesting exhibits; the Tang dynasty pottery was an effective way to illustrate the centuries-old trading routes that Singapore has been a part of. Rest of the museum was solid if not spectacular - if they didn't have the very strong Raffles materials, I would have probably had a different opinion."
SilverYorkie70,868,Jul 2019,July 2019,30,One in a series of museums,"To appreciate the culture of the early civilisation connecting Singapore, one has to visit several other museums to get a better picture. The finding of several dozens of porcelain bowls in a sunk sea going vessel occupied quite a large area of the museum. The arrival of several religions to Singapore was well documented. Some of the exhibits appeared to have been shared with other museums locally.  As a result, items displayed can be sketchy.  Whether it's for commercial reasons or otherwise, to get a better picture of the origins of Singapore in terms of culture, diversity, trade and the pioneering inhabitants, a large museum encompassing all the exhibits would have been more rewarding for the visitors. Yes, all locals have free admission, probably subsidized by the hundreds of thousands of paying overseas visitors, this system does not appear to take place in other countries."
Richard K,"1,128",Jul 2019,July 2019,50,Fantastic ,A really great way to better understand Singapore and the region.  As great now as it has ever been.  Great place
PapitoK,41,Jul 2019,May 2019,20,Not my cup of tea!,"I found the museum only mildly interesting to be honest.  A beautiful building, a great cafe and a lovely cool down in the AC are the best things I can say about it."
justicewillprevail,74,Jul 2019,August 2018,50,"One of the nicest, best located museums in Singapore","Drop by if you're in the Raffles Place area, especially on a hot day for the air-conditioned comfort. It's an interesting place, but I was on a free tour so I cannot comment on the costs for tourists."
keith_c,4,Jul 2019,November 2018,40,came to understand more of singapore history,great place for visitors outside singapore to know more of us as multi-cultural country.<br/>as well as for locals to understand better each other races.
Pascale C,1,Jun 2019,June 2019,50,Fabulous temporary exhibit of Designer Guo Pei dresses,Very impressive display of delicate workmanship and nicely intertwined with antiques from the ACM collection !
EJBSHJ,109,Jun 2019,June 2019,40,Wonderful exhibitions,"We especially loved the exhibition of the recoveries from the Tang shipwreck which occurred around 800 (if I'm remembering correctly). Beautifully displayed. The entire museum is beautifully done and well worth a visit,"
CHews,206,Jun 2019,June 2019,50,Simply excellent,"This is a must see museum. Huge exhibition of different Asian cultures and religions that is both fascinating and educational. Do take time out to visit - it is well worth it.<br/>Congratulations to the curator for a well set out,designed and most importantly, well lit exhibitions I have seen for a while."
Adrian Y,475,Jun 2019,May 2019,40,Excellent collection of artifacts with good explanation,The Asian Civilisations Museum has an excellent collection of artifacts with good explanation. The goods from the Tang shipwreck are spectacular. <br/>Entry is SGD 8 for foreign visitors.
Roy F,188,Jun 2019,October 2018,40,Nice place to chill and learn about history,This place offered a venue to chill from the hot weather while bringing you into the time long long time ago through its exhibits.
L.C. Gan,5,Jun 2019,July 2018,50,rich and excellent display of Asian Civilization artifacts ever been anywhere in Asia.,Seen is better than read. We can see and feel the displays telling us the years of culture plus civilization in Asian past. Worth all the time spent in the museum for understanding or better than reading the Asian civilization. It will be an extra incentive if your just in time to see more of your history as there are always the museum to show as many as possible of the Asian artifacts.
Christine B.,115,Jun 2019,April 2019,40,Very nice museum,"I learned a lot during my visit. <br/>What I liked the most: 1. The lighting is very well done; at the same time dim enough to be comfortable but focused in the correct locations so that the pieces are put forward. 2, The building is pretty both on the inside and the outside and the rooms are very spacious. 3, There is ample space between pieces and very clear written descriptions. 4, The museum has benches to sit on in most rooms, which is very appreciated during a long visit.<br/>The only reason I didn't give it a 5 is because there is no clear traveling direction. I understand that this may be difficult to plan in such a building but we ended up going into dead-ends and retracing or steps multiple times. But that is a very minor negative. I highly recommend this museum!"
Nunngo,"1,596",May 2019,November 2018,50,So lucky to chance by this place,"This museum was not in my plan for the day but how lucky that I ventured in.  The exhibits were fabulous, really interesting and unique.  Absolutely loved it, spent over 2 hours there and could probably have done more but ran out of time.  Museum tours are free and very informative.  Well worth the visit."
Chianvern,4,May 2019,April 2019,50,Impressive Collections and Details,Collections cover all major religions/cultures in Asia with interesting stories about how the religions were spread across the countries (e.g Christian in China). Great place for kids and adults! My adult friend even spent more than 3 hours during the visit!
Bernd E,30,May 2019,March 2019,50,Very interesting ,This museum should be a must-have for a visit in Singapore.<br/>It has a quite good mixture of artefacs and information and helps you to understand the ideas behind the singaporeans politic.<br/>And it shows the connections between the asean countries during the centuries.<br/>A visit to that museum should be a must on a stay in Singapore.
Elisabeth E,275,May 2019,May 2019,50,"Compact, well endowed and enjoyable",This was a lovely morning activity for the family. The museum houses a large collection of pottery but also ornate pieces from the many different civilizations that occupy this region. Make sure you visit all the rooms. Each has pieces more interesting than the other.
Lyn Lim,190,May 2019,May 2019,40,Lynlim,Great artefacts that were displayed in the museum of Tangs Shipwreck!  Many &amp; most of the unique china pottery &amp; kitchen wares are still stunningly  beautiful and intact with its originality!   I am so amaze on the fish bowl 😃.  Entry is free just remember to bring along your passport for tourists &amp; Residents bring your identity card to register.  Most of the cafes are great for relaxing your tired feet
Junakky02093240,2,May 2019,March 2019,40,Learning the vast culture of Singapore and the history of the Asian culture and civilisation.,"Very interesting with photos , items showing Singapore then and compare to now how we have develop into a progress Nations."
EdPraw,55,May 2019,April 2019,50,Good mix of exhibits,"There is excellent variety in the exhibits and even if you are not the museum going type (which I am not), you will still be able to find something that interests you."
Connector39014427818,6,May 2019,March 2019,40,explore the ancestral cultures of Singaporeans,"Besides rich artistic heritage of Asia, with interesting programmes like the annual ACM After Dark, Saturdays@ACM, and Lunchtime Concerts."
Siddhartha Shankar Dey,440,May 2019,April 2019,50,Absolutely loved it,We spent 3 hours in the museum. The collection of artifacts is simply amazing. I will suggest go slow to enjoy the collection.
Sunnywin,397,May 2019,March 2019,50,Get a tour,"Excellent museum, they do free guided tours, good idea to get one of these first and explore independently afterwards"
MyrrhAdventures,56,May 2019,October 2018,50,Great museum,Take the time to visit the Asian Civilisations Museum.  It is very large and well done with a variety of exhibits.
Juniper Keeks,32,May 2019,April 2019,40,Providing Context,"Open until 9pm on a Friday night, I enjoyed the evening wandering through here. Loved learning about the trade routes and influences, and understanding Singapore pre-European involvement."
Anonym_Traveller,45,May 2019,May 2019,50,Great museum - a must do in Singapore !,"The Asian Civilisations Museum may be a bit tiny, but it's a place definitely worth to check out ! It is well-guided and the explanations are very clear and interesting, and there's a free paper gallery guide which sums up it all. My personal favourite was the ""Tang Wreckship"" part, first floor. Worth noting that in the ""Arabic Art"" section, there's a free children book about southeast asia.<br/>(Free for Singaporian, 4S$ Foreign Student, Handiccaped, Senior 8 s$ full price)"
CraigH3,199,Apr 2019,June 2018,50,Worth a look.,Really great presentation of the Angar Wat history and artifacts.  Went with 17yo son who was not as impressed but very enjoyable if this is your type of attraction.  Wasn’t too dear.
ridgerunner077,64,Apr 2019,April 2019,40,Great place to see and learn about Singapore's beginnings.,This museum is in a wonderful older building that has been updated inside. They were having a special display when I was here on Raffles one of the men who help develop Singapore. I spent 3 hours here and could have easily spent more.
Dheer Sanghi,7,Apr 2019,March 2019,50,Asian Civilisation Museum - The Raffles Exhibit and the Tang Shipwreck,"The Asian Civilisation Museum (ACM), located near Clarke Quay, is dedicated to exploring the rich artistic heritage of Asia and gives great insight into life before the 20th century. It highlights Singapore’s history as a port city and provides informative exhibits that will change your perspective of people, places, and processes. I did 2 different tours of the ACM. The first one was about Sir Thomas Stamford Raffles and his time in Java, and the second was about the Tang Shipwreck.<br/><br/>Sir Stamford Raffles is known as the founder of Singapore. There are schools, roads, and various monuments named after him. But who was he really? According to our volunteer docent, “Raffles is a man of many monikers; scholar, scoundrel, administrator, plagiarizer, reformer, statesman.” This tour gives a peek into the life of Raffles from different perspectives. It details his thoughts, feelings, and mindset through his collection of art. Most Singaporeans remember Raffles due to his brief 10-month stay in Singapore but in reality, he rose to prominence during his residence is Java, Indonesia. The story of this man has been interpreted and misinterpreted hundreds of times. This tour also described the great empires of Java and the intricate relationship between Britain and its colonies. Additionally, displayed at the museum are several collections of art, trinkets, masks, puppets, gamelan ensemble, and more by Raffles. As a Singaporean Resident, this tour gave me a new understanding of the man who is so cherished by locals and foreigners alike. <br/><br/>In 1998, a shipwreck discovered near Sumatra islands, south of Singapore, was found to contain a remarkable cargo of ceramics, gold and silver objects. The story started about 1100 years ago, during the time of the Tang dynasty in China. Trade was flourishing between China, Southeast Asia, and the Middle East. The objects recovered show us the strong demand for rare objects, and the artistic skills possessed by craftsmen back then. This gallery, with its stunning artifacts and displays, tells a story of lost civilizations.<br/><br/>There were also some interesting quotes by the guides at the museum:<br/>“Raffles is a man of many monikers; scholar, scoundrel, administrator, plagiarizer, reformer, statesman.”<br/><br/>“The Tang Shipwreck helps us understand arguably the most important period of human history, the time of the trade.”"
